Price,Sold,Cluster
13900,102,0
13900,76,0
13900,88,0
13899,266,0
13800,676,0
13800,288,0
13800,48,0
13800,3,0
13700,1,0
13600,145,0
13600,31,0
13580,146,0
13515,921,0
13500,451,0
13500,150,0
13500,173,0
13500,14,0
13500,14,0
13500,18,0
13500,75,0
13500,361,0
13500,12,0
13500,4,0
13499,284,0
13400,485,0
13298,380,0
13250,163,0
13111,224,0
13100,1789,0
13070,79,0
13000,39,0
13000,32,0
13000,25,0
13000,129,0
13000,122,0
13000,83,0
13000,37,0
13000,39,0
13000,23,0
13000,28,0
13000,124,0
13000,27,0
13000,1,0
13000,31,0
13000,28,0
13000,35,0
13000,1,0
13000,0,0
13000,96,0
13000,146,0
13000,72,0
13000,39,0
13000,96,0
13000,6,0
13000,5,0
12999,18,0
12999,5,0
12990,106,0
12990,923,0
12900,229,0
12900,17,0
12900,21,0
12900,151,0
12900,41,0
12900,3,0
12900,3,0
12900,274,0
12900,2,0
12877,6,0
12850,52,0
12800,180,0
12750,104,0
12750,29,0
12750,198,0
12740,553,0
12740,3,0
12705,0,0
12500,1481,0
12500,346,0
12500,39,0
12500,1,0
12500,122,0
12500,48,0
12500,12,0
12500,8,0
12500,1,0
12500,109,0
12500,44,0
12500,0,0
12500,227,0
12399,43,0
12110,169,0
12110,17,0
12110,26,0
12100,20,0
12042,24,0
12000,104,0
12000,38,0
12000,306,0
12000,103,0
12000,478,0
12000,86,0
12000,18,0
12000,53,0
12000,77,0
12000,1,0
12000,88,0
12000,35,0
12000,107,0
12000,13,0
12000,19,0
12000,77,0
12000,2,0
12000,2,0
12000,2,0
12000,58,0
12000,3,0
12000,7,0
12000,21,0
11990,273,0
11950,19,0
11900,355,0
11900,233,0
11900,112,0
11900,525,0
11900,43,0
11890,139,0
11880,438,0
11800,1279,0
11800,1037,0
11800,35,0
11800,509,0
11800,78,0
11700,33,0
11700,119,0
11700,347,0
11600,345,0
11500,4499,0
11500,708,0
11500,139,0
11500,1338,0
11500,22,0
11500,4,0
11500,19,0
11500,59,0
11500,357,0
11500,0,0
11500,1,0
11500,42,0
11500,0,0
11498,735,0
11490,241,0
11200,0,0
11200,259,0
11200,36,0
11154,43,0
11135,13,0
11000,1320,0
11000,203,0
11000,96,0
11000,624,0
11000,84,0
11000,85,0
11000,18,0
11000,255,0
11000,125,0
11000,3,0
11000,81,0
11000,8,0
11000,22,0
11000,86,0
11000,33,0
11000,65,0
11000,1,0
11000,23,0
11000,13,0
11000,0,0
11000,4,0
11000,13,0
11000,2,0
11000,26,0
11000,8,0
10999,1808,0
10999,198,0
10999,111,0
10999,136,0
10990,149,0
10981,716,0
10960,83,0
10950,123,0
10944,57,0
10920,68,0
10900,394,0
10900,18,0
10900,69,0
10900,13,0
10899,3999,0
10899,336,0
10894,25,0
10850,1340,0
10850,2018,0
10850,8,0
10850,709,0
10800,591,0
10800,252,0
10790,354,0
10790,83,0
10780,74,0
10750,1350,0
10750,45,0
10750,81,0
10700,247,0
10700,649,0
10700,329,0
10700,209,0
10700,107,0
10700,124,0
10700,32,0
10700,0,0
10690,244,0
10600,19,0
10590,0,0
10550,38,0
10550,7,0
10530,24,0
10500,948,0
10500,98,0
10500,168,0
10500,5,0
10500,4,0
10500,20,0
10500,6,0
10500,7,0
10500,4,0
10500,10,0
10500,22,0
10500,69,0
10495,2262,0
10490,60,0
10425,397,0
10425,7,0
10425,23,0
10425,33,0
10425,21,0
10400,22,0
10300,94,0
10200,98,0
10200,68,0
10200,1,0
10100,2,0
10099,2,0
10000,54,0
10000,26,0
10000,333,0
10000,179,0
10000,3,0
10000,48,0
10000,16,0
10000,300,0
10000,37,0
10000,359,0
10000,8,0
10000,486,0
10000,20,0
10000,9,0
10000,33,0
10000,2,0
10000,16,0
10000,2,0
10000,54,0
10000,116,0
10000,30,0
10000,55,0
10000,31,0
10000,44,0
10000,35,0
10000,7,0
10000,2,0
10000,7,0
10000,6,0
10000,81,0
10000,9,0
10000,9,0
10000,5,0
10000,33,0
10000,162,0
10000,0,0
10000,216,0
9999,36,0
9999,63,0
9999,21,0
9999,5,0
9900,2539,0
9900,480,0
9900,18,0
9900,7,0
9900,15,0
9900,164,0
9900,4,0
9900,14,0
9900,6,0
9900,8,0
9900,1,0
9900,11,0
9899,51,0
9875,211,0
9800,124,0
9800,112,0
9750,500,0
9750,93,0
9700,267,0
9700,168,0
9700,2,0
9600,791,0
9600,87,0
9600,8,0
9550,1,0
9500,1,0
9500,841,0
9500,15,0
9500,156,0
9500,36,0
9500,8,0
9500,44,0
9500,16,0
9498,455,0
9498,781,0
9488,45,0
9405,88,0
9405,130,0
9400,118,0
9260,189,0
9250,67,0
9200,43,0
9100,0,0
9100,20,0
9100,61,0
9000,213,0
9000,511,0
9000,8706,0
9000,3,0
9000,147,0
9000,11,0
9000,5,0
9000,18,0
9000,3,0
9000,65,0
9000,9,0
9000,174,0
9000,3,0
9000,15,0
9000,1962,0
9000,9,0
9000,13,0
9000,14,0
9000,3,0
9000,76,0
9000,3,0
9000,7,0
9000,21,0
9000,15,0
9000,0,0
8999,24,0
8999,604,0
8999,70,0
8950,17,0
8950,92,0
8950,2,0
8900,3,0
8900,25,0
8900,70,0
8900,123,0
8900,0,0
8900,17,0
8898,10,0
8800,209,0
8800,30,0
8800,63,0
8800,4,0
8700,258,0
8700,33,0
8700,13,0
8700,6,0
8700,39,0
8600,4,0
8595,4,0
8500,119,0
8500,120,0
8500,707,0
8500,13,0
8500,392,0
8500,7,0
8500,25,0
8500,23,0
8500,18,0
8500,3,0
8500,107,0
8500,75,0
8500,64,0
8500,88,0
8500,2,0
8500,232,0
8499,16,0
8350,171,0
8250,27,0
8250,108,0
8200,199,0
8200,1180,0
8200,391,0
8000,98,0
8000,57,0
8000,174,0
8000,135,0
8000,82,0
8000,367,0
8000,52,0
8000,5,0
8000,15,0
8000,5,0
8000,49,0
8000,12,0
8000,127,0
8000,3,0
8000,266,0
8000,238,0
8000,136,0
8000,23,0
8000,11,0
8000,4,0
8000,10,0
8000,96,0
8000,2,0
8000,5,0
8000,1,0
8000,12,0
7999,168,0
7999,53,0
7975,56,0
7968,17,0
7900,439,0
7900,247,0
7900,48,0
7900,682,0
7900,463,0
7899,523,0
7880,3,0
7864,82,0
7850,94,0
7800,3646,0
7800,94,0
7800,56,0
7799,124,0
7760,164,0
7750,18,0
7668,18,0
7600,212,0
7600,336,0
7600,185,0
7600,100,0
7502,120,0
7500,182,0
7500,42,0
7500,1642,0
7500,73,0
7500,22,0
7500,110,0
7500,82,0
7500,64,0
7500,68,0
7500,96,0
7500,151,0
7500,19,0
7500,0,0
7500,3,0
7500,0,0
7400,327,0
7394,9,0
7200,6,0
7000,366,0
7000,73,0
7000,124,0
7000,203,0
7000,33,0
7000,197,0
7000,231,0
6999,260,0
6930,116,0
6900,133,0
6900,206,0
6800,62,0
6700,234,0
6650,1,0
6590,146,0
6500,201,0
6500,518,0
6500,384,0
6500,122,0
6500,217,0
6500,9,0
6500,121,0
6500,23,0
6500,30,0
6500,24,0
6400,14,0
6305,88,0
6300,68,0
6300,4,0
6200,379,0
6200,0,0
6150,269,0
6100,335,0
6100,17,0
6055,81,0
6055,24,0
6055,37,0
6038,7,0
6000,302,0
6000,241,0
6000,1038,0
6000,73,0
6000,326,0
6000,104,0
6000,35,0
6000,4,0
6000,1,0
6000,22,0
6000,43,0
6000,5,0
6000,4,0
6000,34,0
6000,5,0
6000,172,0
5999,215,0
5999,117,0
5985,7,0
5900,309,0
5900,87,0
5900,351,0
5900,46,0
5900,18,0
5900,3,0
5900,74,0
5850,62,0
5843,32,0
5800,11,0
5800,594,0
5750,704,0
5700,14,0
5650,100,0
5650,79,0
5650,80,0
5600,97,0
5600,670,0
5600,30,0
5600,21,0
5599,58,0
5590,101,0
5590,69,0
5567,121,0
5540,39,0
5500,1479,0
5500,50,0
5500,310,0
5500,30,0
5500,58,0
5500,9,0
5500,41,0
5500,128,0
5500,210,0
5500,40,0
5500,192,0
5500,2,0
5490,6,0
5490,257,0
5440,53,0
5400,1714,0
5400,24,0
5399,2,0
5250,11,0
5200,1,0
5100,1,0
5000,157,0
5000,218,0
5000,145,0
5000,163,0
5000,34,0
5000,317,0
5000,37,0
5000,37,0
5000,32,0
5000,28,0
5000,0,0
5000,30,0
5000,66,0
5000,21,0
5000,481,0
5000,51,0
5000,0,0
5000,1,0
5000,19,0
5000,0,0
4999,9,0
4999,7,0
4999,10,0
4999,0,0
4999,51,0
4999,86,0
4998,737,0
4998,195,0
4990,178,0
4990,5,0
4950,134,0
4950,0,0
4900,54,0
4900,2,0
4900,3,0
4800,4,0
4800,4,0
4800,109,0
4800,1,0
4780,22,0
4650,10,0
4600,29,0
4600,117,0
4500,147,0
4500,772,0
4500,19,0
4500,94,0
4500,4,0
4500,118,0
4500,7,0
4500,20,0
4500,263,0
4500,89,0
4500,28,0
4500,154,0
4500,26,0
4410,4,0
4400,391,0
4400,123,0
4300,57,0
4250,391,0
4250,1,0
4200,110,0
4100,646,0
4100,69,0
4000,68,0
4000,13,0
4000,1124,0
4000,36,0
4000,4,0
4000,192,0
4000,3,0
4000,52,0
4000,2,0
4000,186,0
4000,1,0
3999,11,0
3999,11,0
3990,1,0
3950,31,0
3950,87,0
3920,91,0
3900,87,0
3900,29,0
3900,1,0
3800,3,0
3762,9,0
3750,141,0
3699,97,0
3699,20,0
3500,121,0
3500,603,0
3500,18,0
3500,34,0
3500,339,0
3500,113,0
3500,226,0
3500,421,0
3500,0,0
3500,1,0
3500,6,0
3500,1,0
3500,0,0
3500,2,0
3500,15,0
3399,14,0
3399,2,0
3399,8,0
3300,4,0
3300,157,0
3200,167,0
3200,591,0
3200,1,0
3100,45,0
3040,1380,0
3039,536,0
3000,11,0
3000,4,0
3000,1,0
3000,0,0
2999,248,0
2999,42,0
2999,11,0
2900,180,0
2500,0,0
2000,2,0
1900,78,0
1899,74,0
1800,25,0
1000,37,0
1000,69,0
999,60,0
350,47,0
259,1,0
240,635,0
220,297,0
195,7,0
